"","trait_genetic_start","trait_genetic_end","trait","gene_ID","eQTL_chr","eQTL_genetic_start","eQTL_genetic_end","subject","AGI","At_symbol","trait_chrom","gene.chrom","gene.start","gene.end","B.napus_GO_term","GO_des"
"1248",177,182,"leaf_number_2016_03_21","BnaC07g18200D","chrA10",177,177,"AT5G44790.1","AT5G44790"," copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1) ","chrA10","C07",24784859,24788931,"GO:0000166;GO:0005507;GO:0006812;GO:0006825;GO:0016021;GO:0019829;GO:0030001;GO:0043682;GO:0046872","nucleotide binding;copper ion binding;cation transport;copper ion transport;integral component of membrane;cation-transporting ATPase activity;metal ion transport;copper-transporting ATPase activity;metal ion binding"
"1249",177,182,"leaf_number_2016_03_21","BnaC07g31350D","chrA10",182,182,"AT5G61600.1","AT5G61600"," ethylene response factor 104 ","chrA10","C07",35474251,35475179,"GO:0003677;GO:0003700","DNA binding;transcription factor activity, sequence-specific DNA binding"
"1250",177,182,"leaf_number_2016_03_21","BnaC07g35250D","chrA10",180,180,"AT4G18360.1","AT4G18360"," Aldolase-type TIM barrel family protein ","chrA10","C07",37715930,37718452,"GO:0003824;GO:0010181;GO:0016491;GO:0055114","catalytic activity;FMN binding;oxidoreductase activity;oxidation-reduction process"
"1251",177,182,"leaf_number_2016_03_21","BnaC07g38850D","chrA10",182,182,"AT4G24250.1","AT4G24250"," Seven transmembrane MLO family protein ","chrA10","C07",40024577,40027370,"GO:0008219;GO:0016021","cell death;integral component of membrane"
"1252",177,182,"leaf_number_2016_03_21","BnaC07g43540D","chrA10",177,177,"AT4G31870.1","AT4G31870"," glutathione peroxidase 7 ","chrA10","C07",42548055,42550137,"GO:0004602;GO:0006979;GO:0055114","glutathione peroxidase activity;response to oxidative stress;oxidation-reduction process"
"1253",177,182,"leaf_number_2016_03_21","BnaC07g43660D","chrA10",180,180,"AT4G32070.1","AT4G32070"," Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein ","chrA10","C07",42613168,42615480,"GO:0005515","protein binding"
"1254",177,182,"leaf_number_2016_03_21","BnaC07g46420D","chrA10",179,179,"AT4G37050.1","AT4G37050"," PATATIN-like protein 4 ","chrA10","C07",44052597,44055048,"GO:0006629;GO:0008152","lipid metabolic process;metabolic process"
"1255",177,182,"leaf_number_2016_03_21","BnaC07g46480D","chrA10",180,180,"AT4G37370.1","AT4G37370"," cytochrome P450, family 81, subfamily D, polypeptide 8 ","chrA10","C07",44102358,44104803,"GO:0005506;GO:0009055;GO:0020037;GO:0055114","iron ion binding;electron carrier activity;heme binding;oxidation-reduction process"
"1256",177,182,"leaf_number_2016_03_21","BnaC07g46650D","chrA10",177,177,"AT4G37630.1","AT4G37630"," cyclin d5;1 ","chrA10","C07",44176391,44178158,NA,NA
"1257",177,182,"leaf_number_2016_03_21","BnaC08g03600D","chrA10",177,177,"AT1G48350.1","AT1G48350"," Ribosomal L18p/L5e family protein ","chrA10","C08",3472031,3473123,"GO:0003735;GO:0005622;GO:0005840;GO:0006412","structural constituent of ribosome;intracellular;ribosome;translation"
"1258",177,182,"leaf_number_2016_03_21","BnaC08g21570D","chrA10",180,180,"AT3G50120.1","AT3G50120"," Plant protein of unknown function (DUF247) ","chrA10","C08",24370892,24373233,NA,NA
"1259",177,182,"leaf_number_2016_03_21","BnaC08g40850D","chrA10",177,177,"AT1G12900.1","AT1G12900"," glyceraldehyde 3-phosphate dehydrogenase A subunit 2 ","chrA10","C08",35863233,35865234,"GO:0000166;GO:0006006;GO:0050661;GO:0051287;GO:0055114","nucleotide binding;glucose metabolic process;NADP binding;NAD binding;oxidation-reduction process"
"1260",177,182,"leaf_number_2016_03_21","BnaC09g00510D","chrA10",182,182,"AT4G03140.1","AT4G03140"," NAD(P)-binding Rossmann-fold superfamily protein ","chrA10","C09",255759,257855,"GO:0000166;GO:0008152;GO:0016491","nucleotide binding;metabolic process;oxidoreductase activity"
"1261",177,182,"leaf_number_2016_03_21","BnaC09g11360D","chrA10",182,182,"AT1G63640.1","AT1G63640"," P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain ","chrA10","C09",7929485,7936144,"GO:0003777;GO:0005515;GO:0005524;GO:0005875;GO:0007018","microtubule motor activity;protein binding;ATP binding;microtubule associated complex;microtubule-based movement"
"1262",177,182,"leaf_number_2016_03_21","BnaC09g18280D","chrA10",180,180,"AT5G44730.2","AT5G44730"," Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ","chrA10","C09",15066557,15068034,"GO:0008152;GO:0008967","metabolic process;phosphoglycolate phosphatase activity"
"1263",177,182,"leaf_number_2016_03_21","BnaC09g20370D","chrA10",180,180,"AT5G47720.2","AT5G47720"," Thiolase family protein ","chrA10","C09",17377299,17380466,"GO:0003824;GO:0008152","catalytic activity;metabolic process"
"1264",177,182,"leaf_number_2016_03_21","BnaC09g22920D","chrA10",180,180,"AT4G04180.1","AT4G04180"," P-loop containing nucleoside triphosphate hydrolases superfamily protein ","chrA10","C09",20248494,20252020,"GO:0000166;GO:0005524;GO:0017111","nucleotide binding;ATP binding;nucleoside-triphosphatase activity"
"1265",177,182,"leaf_number_2016_03_21","BnaC09g30910D","chrA10",177,177,"AT5G54600.1","AT5G54600"," Translation protein SH3-like family protein ","chrA10","C09",33932024,33933269,"GO:0003735;GO:0005622;GO:0005840;GO:0006412","structural constituent of ribosome;intracellular;ribosome;translation"
"1266",177,182,"leaf_number_2016_03_21","BnaC09g44200D","chrA10",179,179,"AT5G12480.1","AT5G12480"," calmodulin-domain protein kinase 7 ","chrA10","C09",45146356,45149243,"GO:0004672;GO:0004674;GO:0004713;GO:0005509;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;calcium ion binding;ATP binding;protein phosphorylation"
"1267",177,182,"leaf_number_2016_03_21","BnaC09g46280D","chrA10",177,177,NA,NA,NA,"chrA10","C09",46212034,46212903,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"1268",177,182,"leaf_number_2016_03_21","BnaC09g46970D","chrA10",178,178,"AT5G09730.1","AT5G09730"," beta-xylosidase 3 ","chrA10","C09",46576299,46580924,"GO:0005975;GO:0020037","carbohydrate metabolic process;heme binding"
"1269",177,182,"leaf_number_2016_03_21","BnaC09g47130D","chrA10",180,180,"AT5G09390.1","AT5G09390"," CD2-binding protein-related ","chrA10","C09",46656721,46658944,NA,NA
"1270",177,182,"leaf_number_2016_03_21","BnaC09g47260D","chrA10",180,180,"AT5G08780.1","AT5G08780"," winged-helix DNA-binding transcription factor family protein ","chrA10","C09",46699190,46700866,"GO:0000786;GO:0003677;GO:0005634;GO:0006334","nucleosome;DNA binding;nucleus;nucleosome assembly"
"1271",177,182,"leaf_number_2016_03_21","BnaC09g48500D","chrA10",177,177,"AT5G07290.1","AT5G07290"," MEI2-like 4 ","chrA10","C09",47277150,47282590,"GO:0000166;GO:0003676","nucleotide binding;nucleic acid binding"
"1272",177,182,"leaf_number_2016_03_21","BnaCnng01870D","chrA10",180,180,"AT4G01070.1","AT4G01070"," UDP-Glycosyltransferase superfamily protein ","chrA10","Cnn_random",1866654,1868099,"GO:0008152","metabolic process"
"1273",177,182,"leaf_number_2016_03_21","BnaCnng01930D","chrA10",177,177,"AT4G01150.1","AT4G01150"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast, plastoglobule, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G38100.1); Has 323 Blast hits to 323 proteins in 59 species: Archae - 0; Bacteria - 107; Metazoa - 0; Fungi - 0; Plants - 206; Viruses - 0; Other Eukaryotes - 10 (source: NCBI BLink). ","chrA10","Cnn_random",1915464,1916893,NA,NA
"1274",177,182,"leaf_number_2016_03_21","BnaCnng04520D","chrA10",180,180,NA,NA,NA,"chrA10","Cnn_random",3948574,3949362,NA,NA
"1275",177,182,"leaf_number_2016_03_21","BnaCnng06030D","chrA10",182,182,"AT3G02870.1","AT3G02870"," Inositol monophosphatase family protein ","chrA10","Cnn_random",5433767,5435913,"GO:0046854","phosphatidylinositol phosphorylation"
"1276",177,182,"leaf_number_2016_03_21","BnaCnng23190D","chrA10",182,182,NA,NA,NA,"chrA10","Cnn_random",21729255,21730282,NA,NA
"1277",177,182,"leaf_number_2016_03_21","BnaCnng34340D","chrA10",177,177,"AT1G56110.1","AT1G56110"," homolog of nucleolar protein NOP56 ","chrA10","Cnn_random",32501969,32504397,NA,NA
"1278",177,182,"leaf_number_2016_03_21","BnaCnng46890D","chrA10",177,177,"AT3G54260.1","AT3G54260"," TRICHOME BIREFRINGENCE-LIKE 36 ","chrA10","Cnn_random",46347794,46349732,NA,NA
"1279",177,182,"leaf_number_2016_03_21","BnaCnng57390D","chrA10",182,182,"AT5G47770.1","AT5G47770"," farnesyl diphosphate synthase 1 ","chrA10","Cnn_random",57163311,57165458,"GO:0008299","isoprenoid biosynthetic process"
"1280",177,182,"leaf_number_2016_03_21","BnaCnng57480D","chrA10",182,182,"AT5G46280.1","AT5G46280"," Minichromosome maintenance (MCM2/3/5) family protein ","chrA10","Cnn_random",57232222,57234493,"GO:0003677;GO:0003678;GO:0005524;GO:0005634;GO:0006260;GO:0006270;GO:0042555","DNA binding;DNA helicase activity;ATP binding;nucleus;DNA replication;DNA replication initiation;MCM complex"
"1281",177,182,"leaf_number_2016_03_21","BnaCnng68090D","chrA10",177,177,NA,NA,NA,"chrA10","Cnn_random",67689126,67690027,NA,NA
"1282",152,193,"leaf_number_I","BnaA01g00290D","chrA10",182,182,"AT4G37750.1","AT4G37750"," Integrase-type DNA-binding superfamily protein ","chrA10","A01",147063,149809,"GO:0003677;GO:0003700","DNA binding;transcription factor activity, sequence-specific DNA binding"
"1283",152,193,"leaf_number_I","BnaA01g00520D","chrA10",179,179,"AT4G37430.1","AT4G37430"," cytochrome P450, family 91, subfamily A, polypeptide 2 ","chrA10","A01",282887,284561,"GO:0005506;GO:0009055;GO:0020037;GO:0055114","iron ion binding;electron carrier activity;heme binding;oxidation-reduction process"
"1284",152,193,"leaf_number_I","BnaA01g00600D","chrA10",177,177,"AT4G37310.1","AT4G37310"," cytochrome P450, family 81, subfamily H, polypeptide 1 ","chrA10","A01",329720,332302,"GO:0005506;GO:0009055;GO:0020037;GO:0055114","iron ion binding;electron carrier activity;heme binding;oxidation-reduction process"
"1285",152,193,"leaf_number_I","BnaA01g00670D","chrA10",174,174,"AT4G37260.1","AT4G37260"," myb domain protein 73 ","chrA10","A01",360234,361364,"GO:0003677;GO:0003682","DNA binding;chromatin binding"
"1286",152,193,"leaf_number_I","BnaA01g00790D","chrA10",177,177,"AT4G37010.2","AT4G37010"," centrin 2 ","chrA10","A01",460210,462288,"GO:0005509","calcium ion binding"
"1287",152,193,"leaf_number_I","BnaA01g03610D","chrA10",183,183,"AT4G33240.1","AT4G33240"," 1-phosphatidylinositol-4-phosphate 5-kinases;zinc ion binding;1-phosphatidylinositol-3-phosphate 5-kinases ","chrA10","A01",1685545,1693089,"GO:0005524;GO:0016307;GO:0044267;GO:0046488;GO:0046872","ATP binding;phosphatidylinositol phosphate kinase activity;cellular protein metabolic process;phosphatidylinositol metabolic process;metal ion binding"
"1288",152,193,"leaf_number_I","BnaA01g08340D","chrA10",193,193,"AT4G28530.1","AT4G28530"," NAC domain containing protein 74 ","chrA10","A01",4002211,4005531,"GO:0003677","DNA binding"
"1289",152,193,"leaf_number_I","BnaA01g10000D","chrA10",176,176,"AT4G19420.1","AT4G19420"," Pectinacetylesterase family protein ","chrA10","A01",4969524,4976700,NA,NA
"1290",152,193,"leaf_number_I","BnaA01g11760D","chrA10",179,179,"AT4G21910.4","AT4G21910"," MATE efflux family protein ","chrA10","A01",5863534,5867151,"GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085","drug transmembrane transport;drug transmembrane transporter activity;antiporter activity;membrane;transmembrane transport"
"1291",152,193,"leaf_number_I","BnaA01g14850D","chrA10",174,174,"AT4G25620.1","AT4G25620"," hydroxyproline-rich glycoprotein family protein ","chrA10","A01",7495811,7497675,NA,NA
"1292",152,193,"leaf_number_I","BnaA01g16620D","chrA10",166,166,"AT4G27740.1","AT4G27740"," Yippee family putative zinc-binding protein ","chrA10","A01",8681831,8682510,NA,NA
"1293",152,193,"leaf_number_I","BnaA01g32040D","chrA10",169,169,"AT3G09830.1","AT3G09830"," Protein kinase superfamily protein ","chrA10","A01",21660995,21663662,"GO:0004672;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"1294",152,193,"leaf_number_I","BnaA01g33880D","chrA10",182,182,"AT3G03910.1","AT3G03910"," glutamate dehydrogenase 3 ","chrA10","A01",22937517,22939331,"GO:0000166;GO:0006520;GO:0016491;GO:0055114","nucleotide binding;cellular amino acid metabolic process;oxidoreductase activity;oxidation-reduction process"
"1295",152,193,"leaf_number_I","BnaA01g35060D","chrA10",174,174,"AT4G20260.4","AT4G20260"," plasma-membrane associated cation-binding protein 1 ","chrA10","A01_random",363570,366449,NA,NA
"1296",152,193,"leaf_number_I","BnaA02g04910D","chrA10",173,173,"AT5G20520.1","AT5G20520"," alpha/beta-Hydrolases superfamily protein ","chrA10","A02",2178018,2180838,NA,NA
"1297",152,193,"leaf_number_I","BnaA02g04960D","chrA10",177,177,"AT5G20630.1","AT5G20630"," germin 3 ","chrA10","A02",2196895,2197530,"GO:0030145;GO:0045735;GO:0048046","manganese ion binding;nutrient reservoir activity;apoplast"
"1298",152,193,"leaf_number_I","BnaA02g05060D","chrA10",177,177,"AT5G20720.1","AT5G20720"," chaperonin 20 ","chrA10","A02",2257006,2259405,"GO:0005524;GO:0005737;GO:0006457","ATP binding;cytoplasm;protein folding"
"1299",152,193,"leaf_number_I","BnaA02g15610D","chrA10",173,173,"AT1G71870.1","AT1G71870"," MATE efflux family protein ","chrA10","A02",9020755,9022610,"GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085","drug transmembrane transport;drug transmembrane transporter activity;antiporter activity;membrane;transmembrane transport"
"1300",152,193,"leaf_number_I","BnaA02g15900D","chrA10",173,173,NA,NA,NA,"chrA10","A02",9353382,9353786,"GO:0004866","endopeptidase inhibitor activity"
"1301",152,193,"leaf_number_I","BnaA02g18380D","chrA10",175,175,"AT1G77470.1","AT1G77470"," replication factor C subunit 3 ","chrA10","A02",11156281,11158552,"GO:0000166;GO:0003677;GO:0005524;GO:0006260;GO:0017111","nucleotide binding;DNA binding;ATP binding;DNA replication;nucleoside-triphosphatase activity"
"1302",152,193,"leaf_number_I","BnaA02g19210D","chrA10",157,157,NA,NA,NA,"chrA10","A02",11928050,11930042,NA,NA
"1303",152,193,"leaf_number_I","BnaA02g19770D","chrA10",176,176,"AT1G80380.2","AT1G80380"," P-loop containing nucleoside triphosphate hydrolases superfamily protein ","chrA10","A02",12252943,12255630,NA,NA
"1304",152,193,"leaf_number_I","BnaA02g22370D","chrA10",177,177,NA,NA,NA,"chrA10","A02",14886484,14887548,"GO:0005507;GO:0009055","copper ion binding;electron carrier activity"
"1305",152,193,"leaf_number_I","BnaA02g22580D","chrA10",177,177,"AT5G44290.1","AT5G44290"," Protein kinase superfamily protein ","chrA10","A02",15114736,15117571,"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation"
"1306",152,193,"leaf_number_I","BnaA02g23440D","chrA10",173,173,"AT4G10150.1","AT4G10150"," RING/U-box superfamily protein ","chrA10","A02",16637253,16639763,"GO:0005515;GO:0008270","protein binding;zinc ion binding"
"1307",152,193,"leaf_number_I","BnaA02g24140D","chrA10",183,183,"AT5G45900.1","AT5G45900"," ThiF family protein ","chrA10","A02",17485495,17488861,"GO:0000166;GO:0003824;GO:0005737;GO:0006914","nucleotide binding;catalytic activity;cytoplasm;autophagy"
"1308",152,193,"leaf_number_I","BnaA02g24320D","chrA10",177,177,NA,NA,NA,"chrA10","A02",17685478,17685813,NA,NA
"1309",152,193,"leaf_number_I","BnaA02g26450D","chrA10",178,178,"AT2G02500.1","AT2G02500"," Nucleotide-diphospho-sugar transferases superfamily protein ","chrA10","A02",19517687,19519898,"GO:0003824;GO:0008299","catalytic activity;isoprenoid biosynthetic process"
"1310",152,193,"leaf_number_I","BnaA02g29990D","chrA10",180,180,NA,NA,NA,"chrA10","A02",21786632,21787683,"GO:0005515","protein binding"
"1311",152,193,"leaf_number_I","BnaA02g30290D","chrA10",176,176,"AT5G48580.1","AT5G48580"," FK506- and rapamycin-binding protein 15 kD-2 ","chrA10","A02",21938936,21940337,"GO:0006457","protein folding"
"1312",152,193,"leaf_number_I","BnaA02g31110D","chrA10",177,177,"AT5G27360.1","AT5G27360"," Major facilitator superfamily protein ","chrA10","A02",22501158,22506807,"GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0022857;GO:0022891;GO:0055085","transporter activity;transport;membrane;integral component of membrane;transmembrane transporter activity;substrate-specific transmembrane transporter activity;transmembrane transport"
"1313",152,193,"leaf_number_I","BnaA02g31900D","chrA10",173,173,"AT5G25610.1","AT5G25610"," BURP domain-containing protein ","chrA10","A02",23001728,23004056,NA,NA
"1314",152,193,"leaf_number_I","BnaA02g32440D","chrA10",173,173,"AT5G24580.1","AT5G24580"," Heavy metal transport/detoxification superfamily protein  ","chrA10","A02",23327037,23328873,"GO:0030001;GO:0046872","metal ion transport;metal ion binding"
"1315",152,193,"leaf_number_I","BnaA02g34140D","chrA10",182,182,"AT5G64310.1","AT5G64310"," arabinogalactan protein 1 ","chrA10","A02",24419466,24419985,NA,NA
"1316",152,193,"leaf_number_I","BnaA02g34330D","chrA10",167,167,"AT5G64710.1","AT5G64710"," Putative endonuclease or glycosyl hydrolase ","chrA10","A02",24491784,24494665,"GO:0005777","peroxisome"
"1317",152,193,"leaf_number_I","BnaA02g35610D","chrA10",182,182,"AT1G72230.1","AT1G72230"," Cupredoxin superfamily protein ","chrA10","A02_random",382559,383880,"GO:0005507;GO:0009055","copper ion binding;electron carrier activity"
"1318",152,193,"leaf_number_I","BnaA02g36290D","chrA10",173,173,"AT1G80760.1","AT1G80760"," NOD26-like intrinsic protein 6;1 ","chrA10","A02_random",828760,830397,"GO:0005215;GO:0006810;GO:0016020","transporter activity;transport;membrane"
"1319",152,193,"leaf_number_I","BnaA03g05840D","chrA10",176,176,"AT5G16130.1","AT5G16130"," Ribosomal protein S7e family protein ","chrA10","A03",2657797,2659266,"GO:0003735;GO:0005622;GO:0005840;GO:0006412","structural constituent of ribosome;intracellular;ribosome;translation"
"1320",152,193,"leaf_number_I","BnaA03g06440D","chrA10",174,174,"AT5G17160.1","AT5G17160"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G03130.1); Has 14330 Blast hits to 10381 proteins in 896 species: Archae - 94; Bacteria - 2881; Metazoa - 4019; Fungi - 1576; Plants - 515; Viruses - 110; Other Eukaryotes - 5135 (source: NCBI BLink). ","chrA10","A03",2862002,2864677,NA,NA
"1321",152,193,"leaf_number_I","BnaA03g08490D","chrA10",177,177,"AT5G22340.2","AT5G22340"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 43 Blast hits to 43 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink). ","chrA10","A03",3844927,3847414,NA,NA
